#easy_tsv
#k: 0.032 
#R: 3400.0 
#displacement [nm] 	 #force [nN] 
172.00817591390174	2.345982050809367e-05
173.00822344828487	9.949368578588116e-05
174.00827098266805	0.00017552755106367064
175.00831851705118	0.00013184891646219157
176.00836605143434	6.436063073409085e-05
177.0084135858175	-3.1276549940116316e-06
178.00846112020065	2.3180042125758917e-05
179.00850865458378	6.852978505113461e-05
180.00855618896693	0.00011387952797651154
181.0086037233501	9.472264086942432e-05
182.00865125773322	6.220195525955234e-05
183.0086987921164	2.9681269649679497e-05
184.00874632649953	5.6350727894963373e-05
185.0087938608827	9.553013924478342e-05
186.00884139526585	0.00013470955059460447
187.00888892964898	0.00011875994039273247
188.00893646403213	9.092651811120622e-05
189.0089839984153	6.309309582967922e-05
190.00903153279845	1.5933826597532035e-05
191.00907906718157	-3.5473354399298927e-05
192.00912660156476	-8.688053539613125e-05
193.0091741359479	-2.846857905927289e-05
194.00922167033102	5.4551149079454314e-05
195.00926920471417	0.00013757087721818153
196.00931673909733	0.00011093607666839786
197.0093642734805	5.925879074300357e-05
198.00941180786361	7.581504817609254e-06
199.0094593422468	1.9434544946454766e-05
200.00950687662993	4.607155571230482e-05
201.00955441101308	7.270856647815487e-05
202.00960194539624	9.22938363826517e-05
203.00964947977937	0.00011020735683488514
204.00969701416253	0.00012812087728711856
205.00974454854568	7.866407361056668e-05
206.00979208292884	1.2939912835720186e-05
207.00983961731197	-5.278424793912629e-05
208.00988715169512	-2.9862792132143062e-05
209.00993468607828	1.485536087610525e-05
210.0099822204614	5.957351388435356e-05
211.0100297548446	7.669222812611617e-05
212.01007728922772	8.690165866822309e-05
213.01012482361088	9.711108921033001e-05
214.01017235799404	9.82411746300555e-05
215.0102198923772	9.705757861250322e-05
216.01026742676032	9.587398259495094e-05
217.01031496114348	8.706414022478308e-05
218.01036249552664	7.627643777808623e-05
219.01041002990976	6.548873533138936e-05
220.01045756429292	3.6387908118123474e-05
221.01050509867608	2.4542151065314968e-06
222.01055263305923	-3.1479477905059596e-05
223.01060016744236	-3.6479202523088282e-06
224.01064770182552	4.076683244279055e-05
225.01069523620868	8.518158513788878e-05
226.0107427705918	5.061048269725738e-05
227.010790304975	-5.5321743632311456e-06
228.01083783935812	-6.16748314237182e-05
229.01088537374127	-5.82307196085639e-05
230.01093290812443	-3.823582188204216e-05
231.01098044250756	-1.8240924155520957e-05
232.01102797689072	3.480970695000347e-05
233.01107551127387	9.719681116738696e-05
234.01112304565703	0.0001595839153847688
235.01117058004016	0.00014495514779252848
236.01121811442334	0.00010820989306268132
237.01126564880647	7.146463833283515e-05
238.0113131831896	1.0681225418160012e-05
239.01136071757279	-5.7119510301054654e-05
240.01140825195588	-0.00012492024602026573
241.01145578633907	-0.000127119095481413
242.01150332072223	-0.0001098528159736546
243.01155085510536	-9.258653646589711e-05
244.0115983894885	-3.946165482908966e-05
245.01164592387167	2.4476149976341493e-05
246.0116934582548	8.841395478176924e-05
247.01174099263795	3.159455749994636e-05
248.01178852702114	-6.2225666440875e-05
249.01183606140424	-0.0001560458903816914
250.01188359578742	-0.00012170991918473653
251.01193113017058	-4.74780647668652e-05
252.01197866455368	2.675378965100218e-05
253.01202619893687	3.2627897494472456e-05
254.01207373332002	1.68843109064726e-05
255.01212126770315	1.1407243184735772e-06
256.0121688020863	-8.76208629328548e-06
257.01221633646946	-1.6788736596582116e-05
258.0122638708526	-2.4815386899878325e-05
259.0123114052358	-1.4826210686543099e-05
260.01235893961893	1.0402597537698685e-06
261.01240647400203	1.6906730194081995e-05
262.0124540083852	2.8036971142198448e-05
263.0125015427684	3.759819616570188e-05
264.0125490771515	4.7159421189204804e-05
265.01259661153466	3.83031301464974e-05
266.0126441459178	2.3251772807821085e-05
267.0126916803009	8.200415469145559e-06
268.01273921468413	2.5476509129008963e-05
269.0127867490673	5.3792293607010235e-05
270.0128342834504	8.210807808501001e-05
271.01288181783355	6.170097668314871e-05
272.0129293522167	2.4403450875217356e-05
273.01297688659986	-1.2894074932712034e-05
274.013024420983	-3.076145108384864e-05
275.0130719553662	-4.1791936526743295e-05
276.0131194897493	-5.282242196963736e-05
277.0131670241325	-4.086865885398369e-05
278.01321455851564	-2.0706811963358055e-05
279.01326209289874	-5.449650727334859e-07
280.0133096272819	6.795696459046186e-05
281.01335716166506	0.00015397764241380197
282.0134046960482	0.00023999832023713748
283.01345223043137	0.00017806179676788347
284.01349976481447	6.171606891296457e-05
285.0135472991976	-5.462965894196055e-05
286.01359483358084	-8.349761797134299e-05
287.01364236796394	-7.972693758740987e-05
288.0136899023471	-7.595625720347656e-05
289.01373743673025	-7.360263596413555e-05
290.01378497111335	-7.178540263664752e-05
291.01383250549657	-6.99681693091594e-05
292.0138800398797	-6.639240054947581e-05
293.0139275742628	-6.214139140340792e-05
294.013975108646	-5.789038225733982e-05
295.01402264302914	-6.884328332937292e-05
296.0140701774123	-8.57177904330408e-05
297.01411771179545	-0.0001025922975367096
298.0141652461786	-7.759807100277317e-05
299.0142127805617	-3.606471664831756e-05
300.0142603149449	5.468637706140257e-06
301.0143078493281	-9.129598817041328e-06
302.0143553837112	-4.6214823684358115e-05
303.01440291809433	-8.330004855167686e-05
304.0144504524775	-8.055945687694506e-05
305.01449798686065	-6.163980331098923e-05
306.0145455212438	-4.272014974503242e-05
307.01459305562696	4.120285548420879e-05
308.01464059001006	0.00015190234485798867
309.0146881243932	0.00026260183423177443
310.01473565877643	0.0002463698927701809
311.01478319315953	0.00017712506260084314
312.0148307275427	0.00010788023243150174
313.01487826192584	9.102628881785511e-05
314.014925796309	9.635577719183347e-05
315.01497333069216	0.00010168526556581211
316.0150208650753	4.439974546987399e-05
317.0150683994584	-3.976267436981871e-05
318.01511593384157	-0.00012392509420951586
319.0151634682248	-0.0001081097889967917
320.0152110026079	-4.8793449681270226e-05
321.01525853699104	1.0522889634254385e-05
322.0153060713742	2.0761929153113007e-05
323.01535360575735	9.356782654867881e-06
324.0154011401405	-2.048363843377851e-06
325.01544867452367	4.3962387778193335e-05
326.01549620890677	0.00011563726491470011
327.0155437432899	0.0001873121420512107
328.01559127767314	0.00018008755226406559
329.01563881205624	0.0001371215022947719
330.0156863464394	9.415545232547594e-05
331.01573388082255	7.499674952040344e-05
332.01578141520565	6.676713885709984e-05
333.01582894958887	5.853752819379582e-05
334.01587648397197	8.466265693775032e-05
335.0159240183551	0.00012676887105923427
336.0159715527383	0.00016887508518071824
337.01601908712144	0.00017147169582325502
338.0160666215046	0.000155445668839701
339.01611415588775	0.00013941964185614693
340.01616169027085	7.301071412411555e-05
341.016209224654	-1.74592132407457e-05
342.0162567590372	-0.00010792914060560693
343.0163042934203	-0.0001239693889891757
344.0163518278035	-0.00010399804169288443
345.01639936218663	-8.402669439659313e-05
346.01644689656973	-7.412555486731609e-05
347.01649443095295	-6.91604110729448e-05
348.0165419653361	-6.419526727857352e-05
349.0165894997192	-2.5096679999642032e-05
350.01663703410236	3.0950421149069584e-05
351.0166845684856	8.699752229778122e-05
352.0167321028687	9.616672958038543e-05
353.01677963725183	8.175774664345247e-05
354.016827171635	6.734876370651951e-05
355.0168747060181	3.432428790202762e-05
356.0169222404013	-8.184024658183576e-06
357.01696977478446	-5.069233721839478e-05
358.01701730916756	-6.127993895949865e-05
359.0170648435507	-5.539630645346179e-05
360.01711237793387	-4.951267394742493e-05
361.017159912317	-5.143643054799686e-05
362.0172074467002	-5.744038262202509e-05
363.01725498108334	-6.344433469605333e-05
364.01730251546644	-3.044587503981455e-05
365.01735004984965	2.3195272220566453e-05
366.0173975842328	7.683641948094746e-05
367.0174451186159	7.842339261357555e-05
368.01749265299907	5.211008227425041e-05
369.0175401873822	2.579677193492525e-05
370.0175877217654	2.1465883385139468e-05
371.01763525614854	2.9066248320730324e-05
372.0176827905317	3.6666613256321183e-05
373.0177303249148	1.8882451981679358e-05
374.01777785929795	-1.2853078376216025e-05
375.01782539368116	-4.458860873411142e-05
376.01787292806426	-5.270229783831304e-05
377.0179204624474	-4.767042884272892e-05
378.0179679968306	-4.263855984714481e-05
379.01801553121373	-1.5957160792684915e-05
380.0180630655969	2.292289707054446e-05
381.01811059998005	6.180295493377385e-05
382.01815813436315	3.91548220132161e-05
383.0182056687463	-1.8594143090009136e-05
384.0182532031295	-7.634310819323437e-05
385.0183007375126	-0.00012095592485897446
386.0183482718958	-0.00015798169392636913
387.0183958062789	-0.00019500746299376184
388.01844334066203	-0.00015972239206492442
389.01849087504525	-8.215566442556474e-05
390.01853840942834	-4.588936786209169e-06
391.0185859438115	1.8957052677519998e-05
392.01863347819466	1.05261865359496e-05
393.0186810125778	2.095320394379649e-06
394.018728546961	-3.117993613015467e-05
395.01877608134413	-7.934241052050126e-05
396.01882361572723	-0.0001275048849108453
397.0188711501104	-9.64628764186465e-05
398.0189186844936	-1.737802495974244e-05
399.0189662188767	6.170682649915743e-05
400.01901375325986	5.8954108426453164e-05
401.019061287643	5.954447768935317e-06
402.01910882202617	-4.704521288857973e-05
403.0191563564093	-8.93905145492768e-05
404.0192038907925	-0.00012511446035165394
405.0192514251756	-0.00016083840615402914
406.01929895955874	-0.00014235705702294585
407.01934649394195	-8.97792586842231e-05
408.01939402832505	-3.720146034550318e-05
409.0194415627082	-3.3428300337745604e-06
410.01948909709137	1.859823820385979e-05
411.01953663147447	4.053930644149298e-05
412.0195841658577	1.8192708572544058e-05
413.01963170024084	-3.269054978070904e-05
414.01967923462394	-8.357380813395944e-05
415.0197267690071	-7.984376599001656e-05
416.01977430339025	-4.049939873417889e-05
417.0198218377734	-1.1550314783432878e-06
418.01986937215656	4.160359976357701e-05
419.0199169065397	8.661551652963831e-05
420.0199644409228	0.00013162743329569725
421.02001197530603	0.00010295332703632306
422.0200595096892	2.5065704866839217e-05
423.0201070440723	-5.282191730264049e-05
424.02015457845545	-0.00010643332490153127
425.0202021128386	-0.00014363701709559112
426.02024964722176	-0.000180840709289649
427.0202971816049	-0.00015206687772703105
428.0203447159881	-7.81678436423081e-05
429.0203922503712	-4.268809557589049e-06
430.0204397847544	5.335456563597576e-05
431.02048731913754	9.971358726928471e-05
432.02053485352064	0.0001460726089025912
433.0205823879038	0.00011464656092365582
434.02062992228696	2.874549079991417e-05
435.0206774566701	-5.715557932382293e-05
436.02072499105327	-6.296415435101594e-05
437.02077252543637	-1.2016204233229185e-05
438.0208200598195	3.8931745884560256e-05
439.0208675942027	9.023323727685433e-05
440.02091512858584	0.0001417882278842386
441.020962662969	0.00019334321849162563
442.02101019735215	0.0001535081844017164
443.02105773173525	4.73694278330163e-05
444.02110526611847	-5.876932873568941e-05
445.0211528005016	-8.573648441250933e-05
446.0212003348847	-5.4586846537961334e-05
447.0212478692679	-2.3437208663411697e-05
448.02129540365104	-2.4510893126925794e-05
449.0213429380342	-4.951699076636513e-05
450.02139047241735	-7.452308840580578e-05
451.0214380068005	-8.772014696455731e-05
452.0214855411836	-9.204348140760147e-05
453.02153307556677	-9.636681585064585e-05
454.02158060995	-4.931974761723901e-05
455.0216281443331	3.678182361339343e-05
456.02167567871624	0.00012288339484403042
457.0217232130994	0.00015670181137036172
458.02177074748255	0.00015030609819968437
459.0218182818657	0.00014391038502900672
460.02186581624886	0.00011614866760212479
461.02191335063196	7.176081650823393e-05
462.0219608850151	2.7372965414340726e-05
463.02200841939833	2.2823228204267184e-05
464.02205595378143	4.963597657883527e-05
465.0221034881646	7.644872495340475e-05
466.02215102254775	6.598303275663319e-05
467.0221985569309	2.582761192916355e-05
468.02224609131406	-1.4327808898308216e-05
469.0222936256972	-3.481606124365539e-05
470.0223411600803	-3.945828247711886e-05
471.0223886944635	-4.4100503710582564e-05
472.0224362288467	-2.3485013792104187e-06
473.0224837632298	7.721870868864369e-05
474.02253129761294	0.000156785918756502
475.0225788319961	0.00013820900232386804
476.0226263663792	3.870667869051178e-05
477.0226739007624	-6.079564494284974e-05
478.02272143514557	-6.163383247244095e-05
479.0227689695287	1.9826557290617187e-05
480.02281650391177	0.00010128694705366672
481.022864038295	0.00011600371099527517
482.02291157267814	7.440211357809337e-05
483.0229591070613	3.280051616091156e-05
484.02300664144445	1.2633922889736569e-05
485.0230541758276	1.076374891454302e-05
486.0231017102107	8.893574939349667e-06
487.02314924459387	2.9864175607237814e-05
488.023196778977	7.0556784348274e-05
489.0232443133602	0.00011124939308931018
490.02329184774334	0.00011160552062613197
491.02333938212655	7.673008821816161e-05
492.0233869165096	4.185465581019493e-05
493.02343445089275	1.6305351212058775e-05
494.0234819852759	-1.0039970430064832e-06
495.02352951965906	-1.8313345298071744e-05
496.0235770540423	-5.258063959124996e-05
497.02362458842543	-0.00010200387603109748
498.0236721228085	-0.00015142711247093977
499.02371965719163	-0.00011209746028091559
500.02376719157485	7.469272503879839e-06
501.023814725958	0.00012703600528867528
502.02386226034116	0.0001643482341547977
503.0239097947243	0.00012644063058535505
504.02395732910736	8.853302701591644e-05
505.0240048634906	4.956839529245257e-05
506.02405239787373	9.62599351562135e-06
507.0240999322569	-3.0316408261209875e-05
508.02414746664004	-3.782622277443069e-05
509.0241950010232	-1.4989645973812893e-05
510.0242425354063	7.84693082680248e-06
511.02429006978946	1.661167155029481e-05
512.0243376041726	1.2058087105644633e-05
513.0243851385558	7.5045026609944554e-06
514.0244326729389	-1.8484917745824148e-05
515.024480207322	-6.499593225732537e-05
516.0245277417052	-0.00011150694676883152
517.0245752760884	-0.00011175576981400185
518.0246228104716	-6.720568235758278e-05
519.0246703448547	-2.26555949011637e-05
520.0247178792379	2.813668590925875e-05
521.0247654136209	8.504328631297172e-05
522.0248129480041	0.00014194988671669073
523.0248604823872	0.00015238172011331692
524.0249080167704	0.00011676699051643802
525.0249555511535	8.11522609195591e-05
526.0250030855368	5.448799267311568e-05
527.0250506199199	3.67937614563736e-05
528.025098154303	1.909953023962965e-05
529.0251456886862	2.9516683164841233e-05
530.0251932230693	6.843088728757511e-05
531.0252407574525	0.00010734509141030898
532.0252882918356	0.00010056823151356588
533.0253358262187	4.6940440083926265e-05
534.0253833606018	-6.6873513457190096e-06
535.0254308949851	-2.6470302540884854e-05
536.0254784293683	-1.1149835733257993e-05
537.0255259637514	4.170631074368868e-06
538.0255734981346	-7.835371947362625e-06
539.0256210325176	-4.8510305033655196e-05
540.0256685669008	-8.918523811995207e-05
541.0257161012839	-0.0001164726872440808
542.0257636356671	-0.00012955323716020198
543.0258111700502	-0.00014263378707632314
544.0258587044334	-0.00013095969050587336
545.0259062388166	-9.271317216699173e-05
546.0259537731997	-5.4466653828106026e-05
547.0260013075829	-3.880548672112966e-05
548.026048841966	-4.766753137540547e-05
549.0260963763492	-5.652957602968129e-05
550.0261439107323	-5.170959913111654e-05
551.0261914451154	-3.186238275818218e-05
552.0262389794985	-1.2015166385245714e-05
553.0262865138817	-1.5101762130935066e-05
554.026334048265	-4.366758796187343e-05
555.0263815826481	-7.22334137928118e-05
556.0264291170313	-6.36432784998815e-05
557.0264766514143	-1.3296779771536937e-05
558.0265241857975	3.704971895681298e-05
559.0265717201806	4.463894292141618e-05
560.0266192545638	3.621970040914378e-06
561.026666788947	-3.739500283958744e-05
562.0267143233301	-7.06072104755125e-05
563.0267618577133	-9.484445660645741e-05
564.0268093920964	-0.0001190817027374049
565.0268569264796	-0.00010817853928047109
566.0269044608627	-5.63987821886022e-05
567.0269519952459	-4.619025096733307e-06
568.0269995296289	3.7234081977815266e-05
569.0270470640121	6.740645714101308e-05
570.0270945983953	9.75788323042109e-05
571.0271421327784	9.499501116073669e-05
572.0271896671617	5.3420137779044996e-05
573.0272372015448	1.1845264397353291e-05
574.0272847359279	1.8546346400187246e-05
575.027332270311	8.337892815308408e-05
576.0273798046942	0.00014821150990598094
577.0274273390773	0.00016191535580339643
578.0274748734605	0.0001133375355314953
579.0275224078437	6.475971525959418e-05
580.0275699422267	3.557251621698534e-05
581.02761747661	3.0280321189170124e-05
582.0276650109931	2.4988126161354908e-05
583.0277125453763	1.3168647055929448e-05
584.0277600797594	-6.788016539816911e-06
585.0278076141426	-2.674468013556327e-05
586.0278551485256	-2.902010499128356e-05
587.0279026829088	-8.996447333953071e-06
588.027950217292	1.1027210323377412e-05
589.0279977516751	4.0002786055916e-05
590.0280452860583	8.040003705442007e-05
591.0280928204415	0.00012079728805292414
592.0281403548246	0.00011636365636337353
593.0281878892077	5.406215415871778e-05
594.0282354235909	-8.239348045937972e-06
595.028282957974	-3.009081902198019e-05
596.0283304923572	8.819222432040811e-07
597.0283780267404	3.1854663508388345e-05
598.0284255611234	8.147190723607224e-07
599.0284730955066	-0.00011215777694102313
600.0285206298898	-0.00022513027295440702
601.028568164273	-0.00022634811229270974
602.0286156986562	-7.817939492830144e-05
603.0286632330393	6.998932243610684e-05
604.0287107674224	0.00012571693740142818
605.0287583018055	5.642167297966803e-05
606.0288058361887	-1.2873591442092106e-05
607.0288533705718	-6.76618000541588e-05
608.028900904955	-0.00010259861195066886
609.0289484393381	-0.00013753542384717894
610.0289959737213	-0.00013230389789878173
611.0290435081045	-7.145732087382913e-05
612.0290910424876	-1.0610743848876526e-05
613.0291385768708	3.199799585304353e-05
614.0291861112539	4.905689620851104e-05
615.029233645637	6.611579656397674e-05
616.0292811800201	7.345169763641177e-05
617.0293287144033	6.700498791335642e-05
618.0293762487864	6.055827819030106e-05
619.0294237831697	4.9562057373714216e-05
620.0294713175529	3.204020122033703e-05
621.0295188519359	1.45183450669617e-05
622.0295663863191	2.3377190816102516e-05
623.0296139207022	7.05257463849468e-05
624.0296614550854	0.00011767430195379108
625.0297089894685	0.00013081750076665948
626.0297565238517	9.401570887458394e-05
627.0298040582347	5.7213916982512305e-05
628.029851592618	2.5534373844977283e-05
629.0298991270012	1.4680047107128275e-06
630.0299466613843	-2.2598364423551634e-05
631.0299941957675	-1.8525324288134817e-05
632.0300417301506	2.7872288061494834e-05
633.0300892645337	7.426990041111958e-05
634.0301367989168	9.253318280646719e-05
635.0301843333	6.797129277179531e-05
636.0302318676831	4.340940273712344e-05
637.0302794020664	4.6057871159387646e-05
638.0303269364496	9.062376467443874e-05
639.0303744708326	0.0001351896581894851
640.0304220052158	0.00014896176067786244
641.0304695395989	0.00011472354862604721
642.0305170739821	8.048533657423204e-05
643.0305646083652	6.039281476252803e-05
644.0306121427484	6.26216344768019e-05
645.0306596771314	6.485045419107556e-05
646.0307072115147	8.338392657653562e-05
647.0307547458979	0.0001279577351135617
648.030802280281	0.0001725315436505878
649.0308498146642	0.00016064461588453872
650.0308973490473	5.748622172322905e-05
651.0309448834304	-4.5672172438069716e-05
652.0309924178135	-8.56291572777767e-05
653.0310399521967	-2.21710967904009e-05
654.0310874865798	4.128696369697489e-05
655.031135020963	5.2085530211449385e-05
656.0311825553463	-2.4336206024278413e-05
657.0312300897293	-0.00010075794225999812
658.0312776241125	-0.00013761779744983968
659.0313251584956	-0.00010814647349686435
660.0313726928788	-7.867514954388905e-05
661.031420227262	-4.588459483758571e-05
662.0314677616451	-7.460329868570382e-06
663.0315152960281	3.096393510044088e-05
664.0315628304113	7.770518333839103e-05
665.0316103647946	0.0001387372152266185
666.0316578991777	0.000199769247114846
667.0317054335609	0.00021072364617372248
668.0317529679439	0.00013456473348141926
669.0318005023271	5.840582078910796e-05
670.0318480367102	1.9438847472514622e-05
671.0318955710934	4.5974382202694865e-05
672.0319431054766	7.250991693287511e-05
673.0319906398597	6.166952679537583e-05
674.0320381742429	-1.5818964330466188e-05
675.032085708626	-9.33074554563164e-05
676.0321332430092	-0.00012886434874348157
677.0321807773923	-8.871305641625675e-05
678.0322283117755	-4.856176408903193e-05
679.0322758461587	-2.3152278609763093e-05
680.0323233805417	-2.4693932229246935e-05
681.0323709149249	-2.6235585848730942e-05
682.032418449308	-1.5172659734040184e-05
683.0324659836912	1.9224829754859586e-05
684.0325135180744	5.362231924375936e-05
685.0325610524576	0.0001021123530566082
686.0326085868406	0.0001770219770563231
687.0326561212238	0.0002519316010560459
688.032703655607	0.0002666268355812206
689.0327511899901	0.00016700177908032375
690.0327987243733	6.737672257942688e-05
691.0328462587564	-1.7140119070279483e-05
692.0328937931395	-7.260709538479132e-05
693.0329413275227	-0.00012807407169930903
694.0329888619059	-0.00014231945528843764
695.033036396289	-7.628882117253385e-05
696.0330839306722	-1.0258187056630069e-05
697.0331314650554	3.1807641901075495e-05
698.0331789994384	2.6603235633522096e-05
699.0332265338216	2.1398829365968152e-05
700.0332740682047	2.046017739267783e-05
701.0333216025879	2.8044394793603477e-05
702.0333691369711	3.5628612194529125e-05
703.0334166713543	3.371587042124658e-05
704.0334642057373	1.2582188046037288e-05
705.0335117401205	-8.551494329174245e-06
706.0335592745037	-1.3231449817024204e-05
707.0336068088868	1.5823459822945376e-05
708.03365434327	4.487836946291495e-05
709.0337018776531	7.380042938008126e-05
710.0337494120362	0.00010244654261929761
711.0337969464194	0.00013109265585851702
712.0338444808026	0.00014143155988152143
713.0338920151858	0.00011324371769986085
714.0339395495689	8.505587551820029e-05
715.0339870839521	5.0040511229140146e-05
716.0340346183351	4.6702059390718874e-07
